uni_cod,facolta,materia_ssd_cod,materia_nome,insegnamento_prof,insegnamento_prof_www,prof_id,insegnamento_id,email,indirizzo,citta,telefono,note,isbn,titolo,data
unict,,BIO/02,SISTEMATICA FILOGENETICA DELLE SPERMATOFITE CON LABORATORIO,Gianpietro Giusso Del Galdo,https://www.dsbga.unict.it/corsi/l-32/docenti/uid.OUUxWVFNaTNTbmVmYS9ONzh3cnBJWnJLam1SM2RrQS92R3NybUlHZUpUVT0=,44221,1219387,,,,,,,,
unict,,BIO/03,PALEOFITOECOLOGIA E FITOECOLOGIA MARINA,Rossana Sanfilippo,https://www.dsbga.unict.it/corsi/lm-6-ambientale/docenti/uid.cE44V0diTGNNdkp3RERtM3o5RnlxWnJLam1SM2RrQS92R3NybUlHZUpUVT0=,44226,1219233,,,,,,,,
unict,,BIO/02,BOTANICA 4,Marta Maria Puglisi,https://www.dsbga.unict.it/corsi/l-13/docenti/uid.SGNWYURqVnVoSGlkcng0Tk9VVDJuSnJLam1SM2RrQS92R3NybUlHZUpUVT0=,44229,1219404,,,,,,,,
unict,,BIO/01,GENETICA VEGETALE E NUTRACEUTICA,Salvatore Antonino Raccuia,http://www.dipbiogeo.unict.it/corsi/lm-6-sanitaria/docenti/salvatore.antonino.raccuia,44238,332149,,,,,,,,
unict,,BIO/02,BOTANICA 2,Saverio Sciandrello,https://www.dsbga.unict.it/corsi/l-13/docenti/uid.SlM0TUZpMURaS0E4VlhXWWhjQ0RIcHJLam1SM2RrQS92R3NybUlHZUpUVT0=,44263,1219402,,,,,,,,
unict,,BIO/02,MORFOLOGIA E FISIOLOGIA VEGETALE M - Z,Stefania Catara,https://www.dipbiogeo.unict.it/corsi/l-13/docenti/uid.NU5MTDhIc2FzNEJxUXV4VWR6a3J6SnJLam1SM2RrQS92R3NybUlHZUpUVT0=,44271,926324,,,,,,,,
unife,,BIO/01,ADATTAMENTO DEI VEGETALI ALL'AMBIENTE,Costanza Baldisserotto,https://unife.coursecatalogue.cineca.it/docente/3741/2024,44974,1096974,,,,,,,,
unife,,BIO/01,BIOLOGIA CELLULARE VEGETALE,Lorenzo Ferroni,https://unife.coursecatalogue.cineca.it/docente/3643/2024,44979,1096981,,,,,,,,
unige,,BIO/02,PLANT BIODIVERSITY AND GLOBAL CHANGE,Gabriele Casazza,https://rubrica.unige.it/personale/UkNHUl5o,45633,962445,,,,,,,,
unimib,,BIO/03,BIOLOGIA: FONDAMENTI E DIDATTICA CON LABORATORIO,Gambini Annastella,,46563,264825,,,,,,,,
unimib,,BIO/03,BIOLOGIA: FONDAMENTI E DIDATTICA CON LABORATORIO,Spinelli Sara,,46565,264809,,,,,,,,
unimore,,BIO/02,BOTANICA,Anna Maria Mercuri,https://unimore.coursecatalogue.cineca.it/docente/1180/2024,47454,1102958,,,,,,,,
unimore,,BIO/02,BIODIVERSITÀ VEGETALE,Daniele Dallai,,47498,454205,,,,,,,,
unimore,,BIO/02,BOTANICA,Assunta Florenzano,https://unimore.coursecatalogue.cineca.it/docente/5415/2023,47499,777226,,,,,,,,
unimore,,BIO/02,CONSERVAZIONE E GESTIONE DELLA BIODIVERSITÀ ANIMALE E VEGETALE,Luigi Sala,,47503,454488,,,,,,,,
unimore,,BIO/03,AGROECOLOGIA E DIFESA DELLA BIODIVERSITÀ,Roberto Simonini,https://unimore.coursecatalogue.cineca.it/docente/1632/2024,47574,1103068,,,,,,,,
unipa,,BIO/03,ECOMORFOLOGIA E STRATEGIE ADATTATIVE DELLE PIANTE CON ESERCITAZIONI,Riccardo Guarino,https://www.unipa.it/persona.html?id=154837&lang=it,47810,1202516,,,,,,,,
unipr,,BIO/02,ETHNOBOTANY:THE ROLE OF PLANTS IN OUR LIFE,Mercuri Anna Maria,https://personale.unipr.it/it/ugovdocenti/person/221086,48446,745362,,,,,,,,
uniroma1,,BIO/03,MONITORAGGIO E CONSERVAZIONE DELLA BIODIVERSITA' E DEGLI AGROECOSISTEMI,Michele De Sanctis,https://www.uniroma1.it/user/32931,49004,1145816,,,,,,,,
unisa,,BIO/01,EVOLUZIONE DEGLI ORGANISMI VIVENTI,Angela Cicatelli,https://unisa.coursecatalogue.cineca.it/docente/502723/2024,49463,1030402,,,,,,,,
unisa,,BIO/01,BIOLOGIA E BOTANICA,Nunziatina De Tommasi,https://unisa.coursecatalogue.cineca.it/docente/291/2024,49489,1030711,,,,,,,,
unisa,,BIO/01,BIOLOGIA E BOTANICA,Silvia Franceschelli,https://unisa.coursecatalogue.cineca.it/docente/500331/2024,49497,1030710,,,,,,,,
unisi,,BIO/03,I.C. ENVIRONMENTAL QUALITY AND MANAGEMENT,Monaci Fabrizio,https://www.unisi.it/ugov/person/8967,50963,1005592,,,,,,,,
unisi,,BIO/02,BOTANICA,Cai Giampiero,https://www.unisi.it/ugov/person/9424,50978,1005780,,,,,,,,
unisi,,BIO/03,BOTANICA AMBIENTALE E APPLICATA,Loppi Stefano,https://www.unisi.it/ugov/person/10417,51117,1005654,,,,,,,,
unisi,,BIO/01,BIOLOGIA VEGETALE,Nepi Massimo,https://www.unisi.it/ugov/person/9852,51118,1005653,,,,,,,,
unisi,,BIO/02,MICOLOGIA,Perini Claudia,https://www.unisi.it/ugov/person/7766,51128,1005810,,,,,,,,
unisi,,BIO/03,ECOLOGIA VEGETALE,Maccherini Simona,https://www.unisi.it/ugov/person/10190,51137,1005797,,,,,,,,
unisi,,BIO/02,EVOLUZIONE BIOLOGICA,Frati Francesco,https://www.unisi.it/ugov/person/9428,51152,1005665,,,,,,,,
unisi,,BIO/02,"IDENTIFICAZIONE, ECOLOGIA E GESTIONE DEGLI HABITAT DI INTERESSE COMUNITARIO",Angiolini Claudia,https://www.unisi.it/ugov/person/8461,51190,1005807,,,,,,,,
units,,BIO/02,SCUOLA ESTIVA DI IDENTIFICAZIONE DEI VEGETALI,Lucia Muggia,https://units.coursecatalogue.cineca.it/docente/1000001454/2024,52424,1204754,,,,,,,,
units,,BIO/01,BIOLOGIA VEGETALE,Mauro Tretiach,https://units.coursecatalogue.cineca.it/docente/5263/2024,52705,1204658,,,,,,,,
units,,BIO/03,SISTEMI INFORMATIVI GEOGRAFICI,Giovanni Bacaro,https://units.coursecatalogue.cineca.it/docente/1000002089/2024,52713,1204756,,,,,,,,
units,,BIO/02,SCUOLA ESTIVA DI IDENTIFICAZIONE DEI VEGETALI,Pierluigi Nimis,http://www.units.it/persone/index.php/from/abook/persona/003064,52715,609021,,,,,,,,
units,,BIO/03,CONSERVAZIONE E GESTIONE DELLA DIVERSITA' VEGETALE,Miris Castello,https://units.coursecatalogue.cineca.it/docente/5856/2024,52717,1204432,,,,,,,,
uniud,,BIO/01,ALGAL TOXINS,Giorgio Honsell,https://uniud.esse3.cineca.it/Guide/PaginaDocente.do?docente_id=338,53070,464283,,,,,,,,
uniud,,BIO/03,GEOGRAFIA E BIODIVERSITA' DEI PAESAGGI E DEI PRODOTTI AGROALIMENTARI,Mauro Pascolini,https://uniud.coursecatalogue.cineca.it/docente/859/2024,53098,1210133,,,,,,,,
uniud,,BIO/01,DIDATTICA DELLE SCIENZE ECOLOGICHE,Alberto Bertolini,https://uniud.coursecatalogue.cineca.it/docente/8050/2024,53355,1208067,,,,,,,,
uniud,,BIO/01,DIDATTICA DELLE SCIENZE BIOLOGICHE,Antonio Filippi,https://uniud.esse3.cineca.it/Guide/PaginaDocente.do?docente_id=10098,53359,464884,,,,,,,,
unibo,,BIO/03,COLTURE ARBOREE (C.I.),Elena Baldi,https://www.unibo.it/sitoweb/elena.baldi7,54421,1173433,,,,,,,,
unibo,,BIO/03,MONITORAGGIO E ANALISI DELLA BIODIVERSITA',Roberto Cazzolla Gatti,https://www.unibo.it/sitoweb/roberto.cazzollagatti,54698,1171207,,,,,,,,
unibo,,BIO/03,"BOTANICA, ECOLOGIA DEL PAESAGGIO E ZOOLOGIA (C.I.)",Francesco Maria Sabatini,https://www.unibo.it/sitoweb/francescomaria.sabatini,54846,1173309,,,,,,,,
unica,,BIO/03,EDUCAZIONE AMBIENTALE E DIDATTICA DELLE SCIENZE NATURALI,Silvia Pinna,https://unica.esse3.cineca.it/Guide/PaginaDocente.do?docente_id=48889,55006,461626,,,,,,,,
unical,,BIO/02,LABORATORIO E DIDATTICA DI BIOLOGIA VEGETALE,Silvia Mazzuca,https://www.unical.it/storage/teachers/gAAAAABnno2jboBxqSnMXg6j9wNYADRJEMWtSwE6nnlp6MTezbUsqpwO_Ndjh2lNSmx2Ip7lB2SkAtn9I8ctAdfRcPVqe8PYGQ==/,55011,1044338,,,,,,,,
unical,,BIO/01,BIOTECNOLOGIE PER LA GESTIONE AMBIENTALE,Radiana Cozza,https://www.unical.it/storage/teachers/gAAAAABnno2F18vLREHjsv5HVIfy2uHz2vHCdNNiJ_KYd2RGwOQQG7Enqe3Cb3qajTgzh2bqUNdSYms3z2oLcYtLplcm7PLPpQ==/,55012,1044247,,,,,,,,
unical,,BIO/01,BIOLOGIA DELLO SVILUPPO DELLE PIANTE SUPERIORI,Leonardo Bruno,https://www.unical.it/storage/teachers/gAAAAABnno2ERJzeBami-2W3UXHSbs1dsxmuppLnak0qUUpuOkhpctaRFyhPMpAnS8iTBcrTmXXCcjGjxoqXGdxYf4Es9ewImw==/,55019,1044244,,,,,,,,
unical,,BIO/01,BOTANICA GENERALE,Adriana Ada Ceverista Chiappetta,https://www.unical.it/storage/teachers/gAAAAABnno2cUCMtxjFSaVzli8sbKrFOj6gpmNTqZOXHeSlbipoZ87zM2xygMo8qeOtQanpfs68zKi2t2Jy9pjqeplpLL-GfIQ==/,55042,1044319,,,,,,,,
unical,,BIO/02,BOTANICA SISTEMATICA,Domenico Gargano,https://www.unical.it/storage/teachers/gAAAAABnno2dxZxuVn13Qxh9fC1rbxRGZSeYSUQYqrZ1QJnbrESyA57fAWI-u7n-_mybBhyt7fiqmUtkNNgjxvizD7LUsUsczA==/,55094,1044320,,,,,,,,
unical,,BIO/03,ECOLOGIA VEGETALE,Nicodemo Giuseppe Passalacqua,https://www.unical.it/storage/teachers/gAAAAABnno2fMQFjH4stUiAv_zYCnAtlyOc8FL1OrTWwgDT5unS3vy3h-pI2IJKl8T1_hySrFDN0c9pqsLHdiHkK3IJ9RWB3Fw==/,55098,1044328,,,,,,,,
unifi,,BIO/01,BOTANICA CON LABORATORIO,Stefano  Giovanni,https://unifi.coursecatalogue.cineca.it/docente/167522/2024,57226,1188919,,,,,,,,
unige,,BIO/03,BOTANICA APPLICATA AI BENI CULTURALI,Mauro Mariotti,https://rubrica.unige.it/personale/UEVDWFk=,57363,959196,,,,,,,,
unige,,BIO/03,BIOLOGIA APPLICATA ALLA DIAGNOSTICA E ALLA CONSERVAZI DEI BENI CULTURALI,Simone Di Piazza,https://rubrica.unige.it/personale/UkNGXVJo,57375,962395,,,,,,,,
unimi,,BIO/02,EVOLUTIONARY BIOLOGY OF PLANTS,Douzet Rolland,,58066,384774,,,,,,,,
unimib,,BIO/01,BOTANICA,Panzeri Davide,https://www.unimib.it/davide-panzeri,58432,470369,,,,,,,,
unimib,,BIO/01,BOTANICA,Pagliari Stefania,https://www.unimib.it/stefania-pagliari,58433,470373,,,,,,,,
unimib,,BIO/01,BOTANICA,Grassi Fabrizio,https://www.unimib.it/fabrizio-grassi,58444,738010,,,,,,,,
unimore,,BIO/03,DIVERSITÀ DELLE PIANTE TERRESTRI,Giovanna Bosi,,58549,458598,,,,,,,,
unipa,,BIO/03,BIOLOGIA VEGETALE,Sonia Ravera,https://www.unipa.it/persona.html?id=12717976&lang=it,58708,1202324,,,,,,,,
unipd,,BIO/01,BIOLOGIA,Giai Petit,https://didattica.unipd.it/off/docente/A239F07A5100F0C9B5937935943EB8CF,58806,974375,,,,,,,,
unipd,,BIO/01,BIOLOGIA CELLULARE (ULT. NUMERO DI MATRICOLA DISPARI),Giovanna Pontarin,https://didattica.unipd.it/off/docente/0A3A21A1E6CAE4FE50B69A80DDED459C,58895,979550,,,,,,,,
unipg,,BIO/03,PROCESSI DI BIOTECNOLOGIE VEGETALI CON LABORATORIO,Paola Angelini,https://www.unipg.it/personale/paola.angelini,59337,994416,,,,,,,,
unipg,,BIO/03,BIODIVERSITÀ VEGETALE,Roberto Venanzoni,https://www.unipg.it/personale/roberto.venanzoni,59339,995546,,,,,,,,
unipg,,BIO/03,BOTANICA GENERALE,Lara Reale,https://www.unipg.it/personale/lara.reale,59375,998761,,,,,,,,
unipg,,BIO/01,FONDAMENTI DI BIOLOGIA,Marilena Ceccarelli,https://www.unipg.it/personale/marilena.ceccarelli,59438,995551,,,,,,,,
unipg,,BIO/03,CONTROLLO DELL'INQUINAMENTO,Marco Fornaciari Da Passano,https://www.unipg.it/personale/marco.fornaciaridapassano,59855,996348,,,,,,,,
unipg,,BIO/03,PRODUZIONI DI FONTI ALIMENTARI INNOVATIVE,Fabio Orlandi,https://www.unipg.it/personale/fabio.orlandi,60405,998887,,,,,,,,
unipg,,BIO/03,GENETICA DELLE PIANTE ALIMENTARI - BOTANICA DELLE PIANTE ALIMENTARI,Valeria Negri,https://www.unipg.it/personale/valeria.negri,60462,998997,,,,,,,,
unipg,,BIO/03,BOTANICA GENERALE,Giuseppe Frenguelli,,60488,789256,,,,,,,,
unipg,,BIO/03,BOTANICA SISTEMATICA E GEOBOTANICA,Domizia Donnini,https://www.unipg.it/personale/domizia.donnini,60496,998762,,,,,,,,
unipi,,BIO/01,FITOMONITORAGGIO E FITORISANAMENTO,Luca Paoli,http://unimap.unipi.it/cercapersone/dettaglio.php?ri=133844,60740,802380,,,,,,,,
unipr,,BIO/03,BIOINDICATORI E BIOMONITORAGGIO AMBIENTALE,Vannini Andrea,https://personale.unipr.it/it/ugovdocenti/person/236462,60824,745091,,,,,,,,
unipv,,BIO/02,RICONOSCIMENTO DI FUNGHI DI INTERESSE ALIMENTARE E LORO USO SOSTENIBILE,Savino Elena,https://unipv.coursecatalogue.cineca.it/docente/61/2024,60952,1056873,,,,,,,,
unipv,,BIO/02,BOTANICA,Orsenigo Simone,http://www-4.unipv.it/offertaformativa/portale/docente.php?lingua=1&annoCorrente=2022/2023&matricolaDocente=029854&nomeLabel=ORSENIGO SIMONE,61054,591638,,,,,,,,
unipv,,BIO/02,DIDATTICA DELLE SCIENZE,Tosi Solveig,https://unipv.coursecatalogue.cineca.it/docente/328/2024,61055,1056851,,,,,,,,
unipv,,BIO/03,"PERCORSI DIDATTICO-EDUCATIVI IN PARCHI, GIARDINI E ORTI BOTANICI",Assini Silvia Paola,https://unipv.coursecatalogue.cineca.it/docente/2487/2024,61066,1056742,,,,,,,,
unipv,,BIO/03,BIOLOGIA DELLA CONSERVAZIONE DELLA FLORA,Mondoni Andrea,https://unipv.coursecatalogue.cineca.it/docente/6454/2024,61631,1056651,,,,,,,,
unipv,,BIO/03,GEOBOTANICA,Rossi Graziano,https://unipv.coursecatalogue.cineca.it/docente/2692/2024,62219,1056861,,,,,,,,
unipv,,BIO/03,LABORATORIO DI BIODIVERSITA' VEGETALE NELL'AGROECOSISTEMA,Brusoni Maura,https://unipv.coursecatalogue.cineca.it/docente/487/2024,62245,1056863,,,,,,,,
uniroma1,,BIO/03,PLANT DIVERSITY- FLORA AND VEGETATION SUPPORT FOR URBAN REGENERATION,Mattia Martin Azzella,https://corsidilaurea.uniroma1.it/user/9650,62701,823237,,,,,,,,
uniroma1,,BIO/03,PLANNING AND LANDSCAPE INFRASTRUCTURES STUDIO,Anna Lei,https://www.uniroma1.it/user/8125,62703,1126733,,,,,,,,
uniroma1,,BIO/01,BOTANICA E DIVERSITA' VEGETALE,Luca Malatesta,https://corsidilaurea.uniroma1.it/user/8664,63237,573658,,,,,,,,
unisa,,BIO/01,LABORATORIO DI MONITORAGGIO AMBIENTALE,Maurizio Carotenuto,https://unisa.coursecatalogue.cineca.it/docente/433/2024,63413,1030418,,,,,,,,
unisalento,,BIO/02,BIODIVERSITA' VEGETALE E GEOBOTANICA,Zuccarello Vincenzo,https://www.unisalento.it/people/vincenzo.zuccarello,63594,1042418,,,,,,,,
unisalento,,BIO/01,BOTANICA GENERALE,Lenucci Marcello Salvatore,https://www.unisalento.it/people/marcello.lenucci,63857,1042369,,,,,,,,
unisalento,,BIO/03,BOTANICA AMBIENTALE,Piro Gabriella,https://www.unisalento.it/people/gabriella.piro,63858,497583,,,,,,,,
unisalento,,BIO/01,METODOLOGIE AGROALIMENTARI,Montefusco Anna,https://www.unisalento.it/people/anna.montefusco,63862,1042241,,,,,,,,
unisalento,,BIO/01,BIOPRODUCTION,Di Sansebastiano Gian Pietro,https://www.unisalento.it/people/gp.disansebastiano,63874,1042288,,,,,,,,
unisalento,,BIO/02,BIODIVERSITA' VEGETALE E GEOBOTANICA,Albano Antonella,https://www.unisalento.it/people/antonella.albano,63893,1042417,,,,,,,,
unitn,,BIO/03,BIOLOGIA GENERALE ED ECOLOGIA,Gerardo Puopolo,https://unitn.coursecatalogue.cineca.it/docente/0166204/2024,64345,1068805,,,,,,,,
unitn,,BIO/03,BOTANICA,Mauro Rottoli,https://www.esse3.unitn.it/Guide/Guide/PaginaDocente.do?docente_id=69090,64924,611291,,,,,,,,
unife,,BIO/01,AGROTECNOLOGIE ALGALI E FUNGINE,Damiana Spadafora,https://unife.coursecatalogue.cineca.it/docente/520104/2024,66412,1096887,,,,,,,,
unife,,BIO/03,FILOGENESI VEGETALE,Marion Adelheid Wolf,https://studiare.unife.it/Guide/Guide/PaginaDocente.do?docente_id=520102,66425,558692,,,,,,,,
unige,,BIO/03,ARCHEOBOTANICA,Chiara Molinari,https://rubrica.unige.it/personale/UkJAXF1p,66493,962392,,,,,,,,
unige,,BIO/01,APPLICAZIONI DI COMPOSTI BIOATTIVI DI ORIGINE VEGETALE,Paola Malaspina,https://rubrica.unige.it/personale/UkNGW1Ju,66552,962413,,,,,,,,
unipd,,BIO/01,BIODIVERSITA' VEGETALE,Francesco Dal Grande,https://didattica.unipd.it/off/docente/969C00B5C604DC06BCC2DBC9C1822C86,66976,980572,,,,,,,,
unisa,,BIO/01,BOTANICA,Francesco Guarino,https://unisa.coursecatalogue.cineca.it/docente/502722/2024,67116,1030440,,,,,,,,
unisalento,,BIO/03,BOTANICA,De Caroli Monica,https://www.unisalento.it/people/monica.decaroli,67203,1042485,,,,,,,,
uniud,,BIO/01,BIODIVERSITÀ VEGETALE E CAMBIAMENTI GLOBALI,Francesco Boscutti,https://uniud.coursecatalogue.cineca.it/docente/3628/2024,67318,1210365,,,,,,,,
unipg,,BIO/03,SCIENZA DELLA VEGETAZIONE,Corrado Marceno',https://www.unipg.it/personale/corrado.marceno,67449,994482,,,,,,,,
unifi,,BIO/03,BIOLOGIA VEGETALE,Carrari  Elisa,https://unifi.coursecatalogue.cineca.it/docente/169491/2024,67707,1184314,,,,,,,,
uniroma1,,BIO/01,BOTANICA GENERALE,Diego Piacentini,https://corsidilaurea.uniroma1.it/user/8613,68209,828841,,,,,,,,
unibo,,BIO/03,BIODIVERSITÀ ED EVOLUZIONE DELL'ALIMENTAZIONE UMANA (C.I.),Cristina Giuliani,https://www.unibo.it/sitoweb/cristina.giuliani2,68647,1173215,,,,,,,,
units,,BIO/03,REMOTE SENSING OF ENVIRONMENTAL CHANGES,Francesco Petruzzellis,https://units.coursecatalogue.cineca.it/docente/1000003470/2023,68767,914414,,,,,,,,
units,,BIO/01,BIOLOGIA ANIMALE E VEGETALE,Silvia Battistella,https://units.coursecatalogue.cineca.it/docente/4664/2024,68775,1206187,,,,,,,,
uniroma3,,BIO/02,BIOINDICAZIONE E MONITORAGGIO AMBIENTALE,Traversetti Lorenzo,https://www.uniroma3.it/persone/TUcya1U0cXR6WHZ4WEVCVW9xVXBwcXVURE5aQks0OWNzSDRaakcxVjdNND0=,69269,876811,,,,,,,,
uniroma3,,BIO/02,BOTANICA SISTEMATICA E AMBIENTALE,Salerno Giovanni,https://www.uniroma3.it/persone/eFl1MTRKL1UvazgvK2ZRRjBCeHlWNHkzVjUwOVRQeGg2cFBmVWF2UW9CVT0=,69270,1050982,,,,,,,,
uniroma3,,BIO/03,TECNICHE CARTOGRAFICHE E GIS NELLE APPLICAZIONI ECOLOGICHE,Marzialetti Flavio,,69274,621063,,,,,,,,
uniroma3,,BIO/02,BOTANICA,Kumbaric Alma,,69286,621221,,,,,,,,
unimi,,BIO/03,ECOSISTEMI E QUALITÀ AMBIENTALE,Conti Andrea,https://www.unimi.it/it/ugov/person/andrea-conti2,69476,858913,,,,,,,,
unimi,,BIO/03,ECOLOGIA VEGETALE APPLICATA AGLI AGRO-ECOSISTEMI MONTANI,Giupponi Luca,https://www.unimi.it/it/ugov/person/luca-giupponi,69509,1109651,,,,,,,,
unimi,,BIO/03,"ECOLOGIA, EVOLUZIONE E DIVERSIFICAZIONE DELLE PIANTE",Lambertini Carla,https://www.unimi.it/it/ugov/person/carla-lambertini,69548,1111126,,,,,,,,
unimi,,BIO/03,PLANT ECOLOGY,Losapio Gianalberto,https://www.unimi.it/it/ugov/person/gianalberto-losapio,69550,1111931,,,,,,,,
unito,,BIO/03,SERVIZI ECOSISTEMICI DEI VEGETALI E DEGLI ANIMALI,Ludovica Oddi,https://lmbiologia.campusnet.unito.it/do/docenti.pl/Show?_id=loddi,69829,1090246,,,,,,,,
unipa,,BIO/02,BOTANICA FORESTALE,Emilio Di Gristina,https://www.unipa.it/persona.html?id=152640&lang=it,70030,1199840,,,,,,,,
unipa,,BIO/03,BIOLOGIA VEGETALE C.I,Francesco Paolo Mancuso,https://www.unipa.it/persona.html?id=136922&lang=it,70098,1202096,,,,,,,,
unipa,,BIO/02,BIOLOGIA ANIMALE E BIOLOGIA VEGETALE C.I,Luca Vecchioni,https://www.unipa.it/persona.html?id=88094&lang=it,70100,1202392,,,,,,,,
uniparthenope,,BIO/01,PIANTE ALIMENTARI E MEDICINALI,Paolo Casoria,https://uniparthenope.coursecatalogue.cineca.it/docente/2053/2024,70856,1213102,,,,,,,,
unibs,,BIO/03,BIODIVERSITÀ FUNZIONALE E SERVIZI ECOSISTEMICI,Gilioli Gianni,https://unibs.coursecatalogue.cineca.it/docente/011061/2024,71396,1120414,,,,,,,,
unibs,,BIO/01,SCIENZE NATURALI E BIOLOGICHE,Politi Pasquale,https://unibs.coursecatalogue.cineca.it/docente/908671/2022,72524,662840,,,,,,,,
univaq,,BIO/03,BIOLOGIA E DIVERSITA' VEGETALE CON LABORATORIO,Pace Loretta Giuseppina,https://univaq.coursecatalogue.cineca.it/docente/2555/2024,72894,1113597,,,,,,,,
univaq,,BIO/02,ECOLOGIA ANIMALE E VEGETALE CON LABORATORIO,Salvi Daniele,https://univaq.coursecatalogue.cineca.it/docente/5357/2024,72895,1039342,,,,,,,,
univaq,,BIO/03,BOTANICA ED EDUCAZIONE AMBIENTALE,Frattaroli Anna Rita,https://univaq.coursecatalogue.cineca.it/docente/2570/2024,72904,1040685,,,,,,,,
univaq,,BIO/02,BIOLOGIA E DIVERSITA' VEGETALE CON LABORATORIO,Iotti Mirco,https://univaq.coursecatalogue.cineca.it/docente/5307/2024,72905,1039333,,,,,,,,
univaq,,BIO/03,BOTANICA ED EDUCAZIONE AMBIENTALE,Di Martino Luciano,https://univaq.coursecatalogue.cineca.it/docente/3869/2021,73322,657713,,,,,,,,
univaq,,BIO/03,LABORATORIO DI EDUCAZIONE AMBIENTALE,Sassone Stefano,https://univaq.coursecatalogue.cineca.it/docente/5865/2021,73330,657743,,,,,,,,
